ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
NCL29,9.695,1,0.113844617,2,157.8604,OUT013,3,Tier 3,Supermarket Type1,37
FDE26,9.3,1,0.089368341,12,143.8786,OUT018,2,Tier 3,Supermarket Type2,15
FDX14,13.1,1,0.07492586,6,75.3354,OUT035,1,Tier 2,Supermarket Type1,20
FDF26,6.825,2,0.046595951,12,153.0998,OUT013,3,Tier 3,Supermarket Type1,37
DRI11,8.26,1,0.034404287,8,113.5834,OUT046,1,Tier 1,Supermarket Type1,27
FDC47,15.0,1,0.118890636,1,227.9694,OUT046,1,Tier 1,Supermarket Type1,27
NCZ53,9.6,1,0.024477166,2,189.6214,OUT046,1,Tier 1,Supermarket Type1,27
FDE28,9.5,2,0.133086933,4,230.1668,OUT018,2,Tier 3,Supermarket Type2,15
FDR19,13.5,2,0.159690469,2,144.2102,OUT035,1,Tier 2,Supermarket Type1,20
FDZ08,12.5,2,0.109992376,2,81.1592,OUT046,1,Tier 1,Supermarket Type1,27
NCJ05,18.7,1,0.046276017,2,154.2682,OUT018,2,Tier 3,Supermarket Type2,15
FDF59,12.5,1,0.071244009,10,127.102,OUT046,1,Tier 1,Supermarket Type1,27
NCO05,7.27,1,0.046550645,2,100.4384,OUT035,1,Tier 2,Supermarket Type1,20
FDW24,6.8,1,0.037649797,5,49.5034,OUT018,2,Tier 3,Supermarket Type2,15
NCX42,6.36,1,0.00600295,3,166.1526,OUT018,2,Tier 3,Supermarket Type2,15
NCA53,11.395,1,0.009876591,2,48.2034,OUT035,1,Tier 2,Supermarket Type1,20
FDG46,8.63,2,0.032909657,1,112.9518,OUT046,1,Tier 1,Supermarket Type1,27
FDX08,12.85,1,0.022599777,2,179.2318,OUT035,1,Tier 2,Supermarket Type1,20
NCK17,11.0,1,0.03788768,2,40.648,OUT035,1,Tier 2,Supermarket Type1,20
FDK32,16.25,2,0.049175079,2,151.5682,OUT018,2,Tier 3,Supermarket Type2,15
NCA42,6.965,1,0.028543185,3,159.4604,OUT035,1,Tier 2,Supermarket Type1,20
DRI01,7.97,1,0.034446434,8,170.7422,OUT035,1,Tier 2,Supermarket Type1,20
NCL55,12.15,1,0.0,12,254.004,OUT049,2,Tier 1,Supermarket Type1,25
DRE25,15.35,1,0.073581718,8,94.412,OUT018,2,Tier 3,Supermarket Type2,15
FDB10,10.0,1,0.067208123,1,235.559,OUT046,1,Tier 1,Supermarket Type1,27
DRN11,7.85,1,0.162949459,8,145.0444,OUT035,1,Tier 2,Supermarket Type1,20
FDP38,10.1,1,0.032232864,12,50.9008,OUT018,2,Tier 3,Supermarket Type2,15
NCP55,14.65,1,0.011235608,12,57.0614,OUT018,2,Tier 3,Supermarket Type2,15
FDF12,8.235,1,0.082412268,5,148.5076,OUT035,1,Tier 2,Supermarket Type1,20
FDM21,20.2,1,0.06462627,1,256.2646,OUT018,2,Tier 3,Supermarket Type2,15
FDX56,17.1,2,0.07404547,2,205.8638,OUT035,1,Tier 2,Supermarket Type1,20
FDM51,11.8,2,0.026031835,7,101.2674,OUT018,2,Tier 3,Supermarket Type2,15
NCR50,20.2,1,0.011868237,3,154.434,OUT018,2,Tier 3,Supermarket Type2,15
FDI19,15.1,1,0.052420442,7,242.4512,OUT049,2,Tier 1,Supermarket Type1,25
FDR31,6.46,2,0.049153588,2,145.3102,OUT035,1,Tier 2,Supermarket Type1,20
FDY02,8.945,2,0.08757299,6,261.191,OUT013,3,Tier 3,Supermarket Type1,37
NCX17,21.25,1,0.113603432,2,231.73,OUT046,1,Tier 1,Supermarket Type1,27
NCU30,5.11,1,0.0,3,164.121,OUT049,2,Tier 1,Supermarket Type1,25
FDK27,11.0,1,0.00898298,7,123.0756,OUT018,2,Tier 3,Supermarket Type2,15
FDZ13,7.84,2,0.153733623,12,51.935,OUT049,2,Tier 1,Supermarket Type1,25
FDR40,9.1,2,0.008034387,4,82.5618,OUT046,1,Tier 1,Supermarket Type1,27
FDO13,7.865,1,0.061308404,11,164.8526,OUT018,2,Tier 3,Supermarket Type2,15
FDK48,7.445,1,0.0,5,77.2354,OUT013,3,Tier 3,Supermarket Type1,37
FDU07,11.1,1,0.060090767,2,152.5366,OUT018,2,Tier 3,Supermarket Type2,15
FDW20,20.75,1,0.0,2,123.373,OUT046,1,Tier 1,Supermarket Type1,27
FDH24,20.7,1,0.021413299,5,158.2288,OUT013,3,Tier 3,Supermarket Type1,37
FDV59,13.35,1,0.048101713,9,216.0166,OUT049,2,Tier 1,Supermarket Type1,25
NCQ17,10.3,1,0.116932555,2,155.463,OUT046,1,Tier 1,Supermarket Type1,27
FDJ15,11.35,2,0.023417483,6,185.1608,OUT018,2,Tier 3,Supermarket Type2,15
FDX24,8.355,1,0.0,5,93.5462,OUT049,2,Tier 1,Supermarket Type1,25
FDT47,5.26,2,0.0,9,96.3068,OUT046,1,Tier 1,Supermarket Type1,27
FDT10,16.7,2,0.062140968,1,60.8562,OUT049,2,Tier 1,Supermarket Type1,25
FDZ37,8.1,2,0.019849032,12,87.7198,OUT018,2,Tier 3,Supermarket Type2,15
FDA32,14.0,1,0.030069149,2,217.4192,OUT013,3,Tier 3,Supermarket Type1,37
FDG56,13.3,2,0.071563651,2,59.9536,OUT049,2,Tier 1,Supermarket Type1,25
FDV55,17.75,1,0.055063016,2,144.5444,OUT035,1,Tier 2,Supermarket Type1,20
FDR03,15.7,2,0.0,7,205.798,OUT013,3,Tier 3,Supermarket Type1,37
FDD45,8.615,1,0.0,2,92.9436,OUT049,2,Tier 1,Supermarket Type1,25
FDT56,16.0,2,0.115592409,2,58.1246,OUT046,1,Tier 1,Supermarket Type1,27
FDU03,18.7,2,0.091720302,7,180.8292,OUT049,2,Tier 1,Supermarket Type1,25
FDR03,15.7,2,0.008735936,7,205.998,OUT046,1,Tier 1,Supermarket Type1,27
NCJ42,19.75,1,0.014289425,3,103.8332,OUT013,3,Tier 3,Supermarket Type1,37
FDR24,17.35,2,0.062851683,5,90.583,OUT046,1,Tier 1,Supermarket Type1,27
FDW60,5.44,2,0.017058723,5,176.037,OUT035,1,Tier 2,Supermarket Type1,20
FDJ08,11.1,1,0.110580006,2,190.0846,OUT013,3,Tier 3,Supermarket Type1,37
DRL59,16.75,1,0.021310584,8,52.2298,OUT018,2,Tier 3,Supermarket Type2,15
FDX14,13.1,1,0.075245304,6,77.1354,OUT018,2,Tier 3,Supermarket Type2,15
FDC20,10.65,1,0.023951515,2,56.0272,OUT013,3,Tier 3,Supermarket Type1,37
NCS29,9.0,1,0.069828759,2,263.6884,OUT018,2,Tier 3,Supermarket Type2,15
FDJ56,8.985,1,0.183403018,2,100.47,OUT046,1,Tier 1,Supermarket Type1,27
FDW01,14.5,1,0.064321473,12,151.7682,OUT018,2,Tier 3,Supermarket Type2,15
FDL03,19.25,2,0.027080602,7,197.611,OUT046,1,Tier 1,Supermarket Type1,27
FDX22,6.785,2,0.023010532,1,209.1928,OUT049,2,Tier 1,Supermarket Type1,25
FDJ21,16.7,2,0.038520943,1,144.6102,OUT035,1,Tier 2,Supermarket Type1,20
FDG21,17.35,2,0.146272238,7,151.505,OUT035,1,Tier 2,Supermarket Type1,20
FDK08,9.195,2,0.122281599,2,99.4016,OUT035,1,Tier 2,Supermarket Type1,20
FDE17,20.1,2,0.054677324,4,151.7366,OUT018,2,Tier 3,Supermarket Type2,15
FDT50,6.75,2,0.108238986,6,97.2752,OUT046,1,Tier 1,Supermarket Type1,27
NCX42,6.36,1,0.005987891,3,163.6526,OUT049,2,Tier 1,Supermarket Type1,25
FDJ12,8.895,2,0.039033732,5,207.8296,OUT035,1,Tier 2,Supermarket Type1,20
FDX12,18.2,2,0.0,5,241.4196,OUT013,3,Tier 3,Supermarket Type1,37
FDN40,5.88,1,0.086808977,4,152.7998,OUT018,2,Tier 3,Supermarket Type2,15
FDV48,9.195,2,0.051607098,5,77.8644,OUT035,1,Tier 2,Supermarket Type1,20
NCY54,8.43,1,0.177546973,3,171.9422,OUT013,3,Tier 3,Supermarket Type1,37
FDR45,10.8,1,0.029061192,1,240.0222,OUT018,2,Tier 3,Supermarket Type2,15
FDJ52,7.145,1,0.017786864,4,161.0578,OUT046,1,Tier 1,Supermarket Type1,27
FDP52,18.7,2,0.070632902,4,231.201,OUT013,3,Tier 3,Supermarket Type1,37
FDG28,9.285,2,0.049239282,4,244.1144,OUT013,3,Tier 3,Supermarket Type1,37
FDA19,7.52,1,0.055117075,2,128.7994,OUT035,1,Tier 2,Supermarket Type1,20
NCD43,8.85,1,0.016044864,3,103.1964,OUT049,2,Tier 1,Supermarket Type1,25
DRG39,14.15,1,0.042145893,6,51.7982,OUT013,3,Tier 3,Supermarket Type1,37
NCF55,6.675,1,0.021700021,3,35.5874,OUT049,2,Tier 1,Supermarket Type1,25
FDJ07,7.26,1,0.014423523,7,118.015,OUT046,1,Tier 1,Supermarket Type1,27
FDE08,18.2,1,0.049319685,2,150.0734,OUT046,1,Tier 1,Supermarket Type1,27
FDF17,5.19,1,0.042794507,4,195.011,OUT018,2,Tier 3,Supermarket Type2,15
FDX44,9.3,1,0.042966544,2,87.7172,OUT046,1,Tier 1,Supermarket Type1,27
FDI36,12.5,2,0.062440359,5,197.9426,OUT049,2,Tier 1,Supermarket Type1,25
FDW11,12.6,1,0.048782082,9,60.5194,OUT046,1,Tier 1,Supermarket Type1,27
FDN40,5.88,1,0.086591206,4,154.4998,OUT049,2,Tier 1,Supermarket Type1,25
NCQ18,15.75,1,0.135282803,3,97.87,OUT049,2,Tier 1,Supermarket Type1,25
FDC08,19.0,2,0.0,2,225.272,OUT035,1,Tier 2,Supermarket Type1,20
FDS35,9.3,1,0.111199491,9,64.0826,OUT035,1,Tier 2,Supermarket Type1,20
FDX58,13.15,1,0.043941955,1,182.295,OUT018,2,Tier 3,Supermarket Type2,15
FDW58,20.75,1,0.0,1,105.9622,OUT046,1,Tier 1,Supermarket Type1,27
DRD27,18.75,1,0.0,6,99.3042,OUT046,1,Tier 1,Supermarket Type1,27
FDS26,20.35,1,0.089452302,6,262.7594,OUT035,1,Tier 2,Supermarket Type1,20
FDQ31,5.785,2,0.053847216,2,86.8856,OUT046,1,Tier 1,Supermarket Type1,27
FDP11,15.85,1,0.069382034,9,219.6166,OUT018,2,Tier 3,Supermarket Type2,15
FDZ16,16.85,2,0.160104378,4,195.7478,OUT049,2,Tier 1,Supermarket Type1,25
FDP11,15.85,1,0.069207981,9,219.5166,OUT049,2,Tier 1,Supermarket Type1,25
DRM23,16.6,1,0.135733218,8,172.7422,OUT046,1,Tier 1,Supermarket Type1,27
FDK46,9.6,1,0.051424565,1,258.162,OUT013,3,Tier 3,Supermarket Type1,37
FDR01,5.405,2,0.053621283,12,198.7742,OUT046,1,Tier 1,Supermarket Type1,27
FDQ01,19.7,2,0.16056791,12,256.4014,OUT013,3,Tier 3,Supermarket Type1,37
FDM13,6.425,1,0.063175326,11,131.2626,OUT046,1,Tier 1,Supermarket Type1,27
FDL32,15.7,2,0.122466933,2,113.0544,OUT046,1,Tier 1,Supermarket Type1,27
FDA07,7.55,2,0.030944625,2,123.5072,OUT046,1,Tier 1,Supermarket Type1,27
NCO07,9.06,1,0.009774419,12,212.856,OUT035,1,Tier 2,Supermarket Type1,20
NCP41,16.6,1,0.016210706,2,105.8596,OUT046,1,Tier 1,Supermarket Type1,27
FDY60,10.5,2,0.026478367,5,141.9128,OUT018,2,Tier 3,Supermarket Type2,15
FDO15,16.75,2,0.008566545,7,74.9038,OUT046,1,Tier 1,Supermarket Type1,27
FDT60,12.0,1,0.075485441,5,122.3388,OUT013,3,Tier 3,Supermarket Type1,37
FDA55,17.2,2,0.056978251,2,224.4088,OUT035,1,Tier 2,Supermarket Type1,20
DRJ39,20.25,1,0.036382541,6,221.0482,OUT049,2,Tier 1,Supermarket Type1,25
FDV34,10.695,2,0.011423298,1,74.6038,OUT035,1,Tier 2,Supermarket Type1,20
NCB43,20.2,1,0.099912316,3,186.8898,OUT046,1,Tier 1,Supermarket Type1,27
DRJ59,11.65,1,0.01936859,8,40.0164,OUT035,1,Tier 2,Supermarket Type1,20
FDC28,7.905,1,0.055210913,4,108.0254,OUT018,2,Tier 3,Supermarket Type2,15
FDU16,19.25,2,0.058512492,4,84.2908,OUT018,2,Tier 3,Supermarket Type2,15
NCD19,8.93,1,0.013176896,3,55.9614,OUT035,1,Tier 2,Supermarket Type1,20
FDU21,11.8,2,0.076720455,1,35.8558,OUT046,1,Tier 1,Supermarket Type1,27
NCR42,9.105,1,0.038474607,3,34.89,OUT035,1,Tier 2,Supermarket Type1,20
DRH59,10.8,1,0.058422401,8,75.238,OUT035,1,Tier 2,Supermarket Type1,20
NCM31,6.095,1,0.0,12,142.5154,OUT035,1,Tier 2,Supermarket Type1,20
FDS50,17.0,1,0.055422895,6,222.3114,OUT035,1,Tier 2,Supermarket Type1,20
FDP39,12.65,1,0.069424963,7,52.4324,OUT046,1,Tier 1,Supermarket Type1,27
FDQ55,13.65,2,0.013027225,2,116.7834,OUT013,3,Tier 3,Supermarket Type1,37
DRQ35,9.3,1,0.042291451,8,122.7388,OUT046,1,Tier 1,Supermarket Type1,27
NCJ06,20.1,1,0.034652619,3,119.9782,OUT046,1,Tier 1,Supermarket Type1,27
NCY42,6.38,1,0.015224339,3,144.647,OUT018,2,Tier 3,Supermarket Type2,15
DRM37,15.35,1,0.0,8,196.3768,OUT049,2,Tier 1,Supermarket Type1,25
FDE51,5.925,2,0.096617312,6,44.1086,OUT049,2,Tier 1,Supermarket Type1,25
FDR08,18.7,1,0.037591645,2,112.6886,OUT013,3,Tier 3,Supermarket Type1,37
FDR44,6.11,2,0.102835238,2,131.5968,OUT013,3,Tier 3,Supermarket Type1,37
FDV10,7.645,2,0.066809761,1,41.7112,OUT049,2,Tier 1,Supermarket Type1,25
NCX41,19.0,1,0.017704532,2,210.8244,OUT013,3,Tier 3,Supermarket Type1,37
FDJ32,10.695,1,0.0,2,61.7536,OUT049,2,Tier 1,Supermarket Type1,25
FDN39,19.35,2,0.065787291,7,169.7816,OUT018,2,Tier 3,Supermarket Type2,15
FDC14,14.5,2,0.041241272,12,41.2454,OUT035,1,Tier 2,Supermarket Type1,20
DRG13,17.25,1,0.037243966,8,165.2526,OUT049,2,Tier 1,Supermarket Type1,25
FDP01,20.75,2,0.06327325,11,153.1682,OUT013,3,Tier 3,Supermarket Type1,37
NCW41,18.0,1,0.015437518,2,156.4604,OUT013,3,Tier 3,Supermarket Type1,37
NCF55,6.675,1,0.021662238,3,34.9874,OUT035,1,Tier 2,Supermarket Type1,20
FDT09,15.15,2,0.0122633,1,131.4284,OUT046,1,Tier 1,Supermarket Type1,27
NCM19,12.65,1,0.047228313,12,110.7202,OUT035,1,Tier 2,Supermarket Type1,20
FDW12,8.315,2,0.0,5,146.9444,OUT018,2,Tier 3,Supermarket Type2,15
FDZ25,15.7,2,0.027611824,12,171.779,OUT035,1,Tier 2,Supermarket Type1,20
NCW06,16.2,1,0.050418702,3,193.4162,OUT049,2,Tier 1,Supermarket Type1,25
FDW60,5.44,2,0.017061949,5,178.437,OUT046,1,Tier 1,Supermarket Type1,27
DRC49,8.67,1,0.065382126,8,145.2128,OUT013,3,Tier 3,Supermarket Type1,37
NCT17,10.8,1,0.041857932,2,189.6214,OUT035,1,Tier 2,Supermarket Type1,20
NCN06,8.39,1,0.120988121,3,164.7868,OUT018,2,Tier 3,Supermarket Type2,15
FDC45,17.0,1,0.135620265,2,170.8106,OUT013,3,Tier 3,Supermarket Type1,37
DRG27,8.895,1,0.105023222,6,40.6138,OUT013,3,Tier 3,Supermarket Type1,37
FDW40,14.0,2,0.105308924,4,141.6812,OUT049,2,Tier 1,Supermarket Type1,25
NCO53,16.2,1,0.175184487,2,184.9608,OUT046,1,Tier 1,Supermarket Type1,27
FDE23,17.6,2,0.053263687,10,44.606,OUT049,2,Tier 1,Supermarket Type1,25
FDQ16,19.7,1,0.041738399,4,108.6912,OUT046,1,Tier 1,Supermarket Type1,27
FDS14,7.285,1,0.050041563,6,156.3288,OUT049,2,Tier 1,Supermarket Type1,25
FDY16,18.35,2,0.0,4,185.0266,OUT049,2,Tier 1,Supermarket Type1,25
FDJ20,20.7,2,0.100155997,2,125.7388,OUT035,1,Tier 2,Supermarket Type1,20
FDV43,16.0,1,0.076841095,2,42.6086,OUT035,1,Tier 2,Supermarket Type1,20
FDR23,15.85,1,0.081787519,9,174.937,OUT046,1,Tier 1,Supermarket Type1,27
FDN24,14.1,1,0.113246012,5,52.7956,OUT035,1,Tier 2,Supermarket Type1,20
FDU31,10.5,2,0.024970259,2,218.1508,OUT013,3,Tier 3,Supermarket Type1,37
FDW33,9.395,1,0.099524363,1,107.328,OUT018,2,Tier 3,Supermarket Type2,15
FDU26,16.7,2,0.042618956,6,117.3782,OUT046,1,Tier 1,Supermarket Type1,27
NCW05,20.25,1,0.148044603,2,105.9938,OUT035,1,Tier 2,Supermarket Type1,20
FDB22,8.02,1,0.0,1,151.7998,OUT018,2,Tier 3,Supermarket Type2,15
FDO56,10.195,2,0.044982556,2,116.1808,OUT046,1,Tier 1,Supermarket Type1,27
FDH52,9.42,2,0.044081944,4,60.1194,OUT018,2,Tier 3,Supermarket Type2,15
FDZ50,12.8,2,0.079061378,6,182.8608,OUT035,1,Tier 2,Supermarket Type1,20
NCN42,20.25,1,0.014219927,3,147.4418,OUT035,1,Tier 2,Supermarket Type1,20
FDB53,13.35,1,0.139336364,4,148.5392,OUT013,3,Tier 3,Supermarket Type1,37
DRG25,10.5,1,0.019127291,8,185.424,OUT018,2,Tier 3,Supermarket Type2,15
DRJ23,18.35,1,0.041668881,8,190.4872,OUT046,1,Tier 1,Supermarket Type1,27
FDG05,11.0,2,0.08783053,4,158.263,OUT035,1,Tier 2,Supermarket Type1,20
NCK06,5.03,1,0.008681751,3,121.1756,OUT018,2,Tier 3,Supermarket Type2,15
FDW07,18.0,2,0.1432701,2,88.0514,OUT018,2,Tier 3,Supermarket Type2,15
NCA41,16.75,1,0.032719454,2,194.2162,OUT018,2,Tier 3,Supermarket Type2,15
FDF38,11.8,2,0.026353021,12,41.6138,OUT035,1,Tier 2,Supermarket Type1,20
FDH52,9.42,2,0.043903102,4,62.1194,OUT046,1,Tier 1,Supermarket Type1,27
FDA22,7.435,1,0.084796386,10,166.7158,OUT018,2,Tier 3,Supermarket Type2,15
NCJ43,6.635,1,0.027064283,3,176.3396,OUT035,1,Tier 2,Supermarket Type1,20
FDG56,13.3,2,0.071452562,2,61.0536,OUT046,1,Tier 1,Supermarket Type1,27
FDS34,19.35,2,0.076759076,1,115.6518,OUT046,1,Tier 1,Supermarket Type1,27
DRC01,5.92,2,0.019196373,8,50.3692,OUT035,1,Tier 2,Supermarket Type1,20
FDQ04,6.4,1,0.08473758,4,39.3796,OUT035,1,Tier 2,Supermarket Type1,20
FDK04,7.36,1,0.052302143,4,57.9588,OUT035,1,Tier 2,Supermarket Type1,20
FDT51,11.65,2,0.010935766,7,110.0544,OUT049,2,Tier 1,Supermarket Type1,25
FDS04,10.195,2,0.14689096,4,141.2838,OUT049,2,Tier 1,Supermarket Type1,25
FDW43,20.1,2,0.022516587,2,228.2036,OUT018,2,Tier 3,Supermarket Type2,15
FDS23,4.635,1,0.141463034,9,130.0994,OUT018,2,Tier 3,Supermarket Type2,15
FDE56,17.25,2,0.159843921,2,62.2194,OUT018,2,Tier 3,Supermarket Type2,15
FDU43,19.35,2,0.058032403,2,236.5564,OUT035,1,Tier 2,Supermarket Type1,20
NCZ05,8.485,1,0.058132207,2,102.899,OUT046,1,Tier 1,Supermarket Type1,27
NCV41,14.35,1,0.017035555,2,112.5228,OUT035,1,Tier 2,Supermarket Type1,20
FDV11,9.1,2,0.082000475,9,173.9054,OUT018,2,Tier 3,Supermarket Type2,15
NCY05,13.5,1,0.054979611,2,36.9874,OUT035,1,Tier 2,Supermarket Type1,20
FDV44,8.365,2,0.040006739,2,188.6188,OUT018,2,Tier 3,Supermarket Type2,15
FDW32,18.35,2,0.094443441,2,84.3882,OUT049,2,Tier 1,Supermarket Type1,25
NCC43,7.39,1,0.0,3,251.5066,OUT035,1,Tier 2,Supermarket Type1,20
FDW19,12.35,2,0.038468382,2,110.957,OUT013,3,Tier 3,Supermarket Type1,37
FDN31,11.5,1,0.072867754,2,191.653,OUT035,1,Tier 2,Supermarket Type1,20
FDF46,7.07,1,0.0,1,115.1834,OUT049,2,Tier 1,Supermarket Type1,25
FDG14,9.0,2,0.050706432,12,150.9024,OUT018,2,Tier 3,Supermarket Type2,15
NCY30,20.25,1,0.025993608,3,179.3976,OUT049,2,Tier 1,Supermarket Type1,25
FDO28,5.765,1,0.0,4,122.1098,OUT018,2,Tier 3,Supermarket Type2,15
DRD24,13.85,1,0.030789262,8,142.5154,OUT035,1,Tier 2,Supermarket Type1,20
FDI33,16.5,1,0.028463,1,89.9146,OUT049,2,Tier 1,Supermarket Type1,25
FDN32,17.5,1,0.015560368,2,185.6266,OUT046,1,Tier 1,Supermarket Type1,27
FDF26,6.825,2,0.046634759,12,153.5998,OUT046,1,Tier 1,Supermarket Type1,27
NCN29,15.2,1,0.012165821,2,48.9034,OUT018,2,Tier 3,Supermarket Type2,15
FDA46,13.6,1,0.117635456,1,192.5136,OUT046,1,Tier 1,Supermarket Type1,27
FDV36,18.7,1,0.0,5,128.102,OUT013,3,Tier 3,Supermarket Type1,37
FDR14,11.65,1,0.174758034,6,52.7298,OUT018,2,Tier 3,Supermarket Type2,15
FDP56,8.185,1,0.046445455,2,51.0692,OUT013,3,Tier 3,Supermarket Type1,37
FDR48,11.65,1,0.131504228,5,152.5024,OUT046,1,Tier 1,Supermarket Type1,27
NCY29,13.65,1,0.077354192,2,57.293,OUT049,2,Tier 1,Supermarket Type1,25
FDM22,14.0,2,0.042128684,1,53.264,OUT018,2,Tier 3,Supermarket Type2,15
DRJ01,6.135,1,0.114936679,8,162.7236,OUT013,3,Tier 3,Supermarket Type1,37
FDV03,17.6,1,0.058080284,7,154.5314,OUT035,1,Tier 2,Supermarket Type1,20
FDI27,8.71,2,0.046173643,6,45.3744,OUT018,2,Tier 3,Supermarket Type2,15
FDN32,17.5,1,0.015547419,2,183.3266,OUT013,3,Tier 3,Supermarket Type1,37
FDV07,9.5,1,0.031256911,2,109.9228,OUT013,3,Tier 3,Supermarket Type1,37
FDP07,18.2,1,0.090041548,2,198.211,OUT049,2,Tier 1,Supermarket Type1,25
FDK48,7.445,1,0.037785521,5,73.3354,OUT018,2,Tier 3,Supermarket Type2,15
FDK46,9.6,1,0.051467395,1,259.662,OUT046,1,Tier 1,Supermarket Type1,27
FDH09,12.6,1,0.056077574,7,52.1982,OUT046,1,Tier 1,Supermarket Type1,27
FDU14,17.75,1,0.034723727,6,250.475,OUT013,3,Tier 3,Supermarket Type1,37
NCA17,20.6,1,0.0,2,147.5392,OUT035,1,Tier 2,Supermarket Type1,20
NCG07,12.3,1,0.052583676,3,188.653,OUT049,2,Tier 1,Supermarket Type1,25
DRC27,13.8,1,0.058054117,6,247.1802,OUT013,3,Tier 3,Supermarket Type1,37
FDA27,20.35,2,0.030921784,6,255.2672,OUT035,1,Tier 2,Supermarket Type1,20
DRI11,8.26,1,0.034375656,8,115.3834,OUT013,3,Tier 3,Supermarket Type1,37
FDN50,16.85,2,0.026519826,12,94.712,OUT046,1,Tier 1,Supermarket Type1,27
FDR12,12.6,2,0.031534752,5,171.1764,OUT046,1,Tier 1,Supermarket Type1,27
FDW11,12.6,1,0.048772858,9,61.4194,OUT035,1,Tier 2,Supermarket Type1,20
NCD42,16.5,1,0.012635456,2,37.1506,OUT035,1,Tier 2,Supermarket Type1,20
NCR29,7.565,1,0.054640876,2,56.393,OUT046,1,Tier 1,Supermarket Type1,27
FDS39,6.895,1,0.022552069,7,141.6812,OUT018,2,Tier 3,Supermarket Type2,15
DRJ37,10.8,1,0.061089829,8,150.4024,OUT035,1,Tier 2,Supermarket Type1,20
FDV07,9.5,1,0.031277029,2,110.1228,OUT035,1,Tier 2,Supermarket Type1,20
FDW52,14.0,2,0.037675391,4,166.0526,OUT018,2,Tier 3,Supermarket Type2,15
FDD02,16.6,1,0.050495866,12,118.7124,OUT018,2,Tier 3,Supermarket Type2,15
FDM16,8.155,2,0.033549054,4,73.7354,OUT035,1,Tier 2,Supermarket Type1,20
NCE55,8.92,1,0.129928494,3,175.737,OUT046,1,Tier 1,Supermarket Type1,27
FDB57,20.25,2,0.018881709,2,222.0772,OUT018,2,Tier 3,Supermarket Type2,15
FDQ04,6.4,1,0.084683076,4,42.9796,OUT013,3,Tier 3,Supermarket Type1,37
FDL57,15.1,2,0.067076811,1,260.0304,OUT046,1,Tier 1,Supermarket Type1,27
NCK29,5.615,1,0.126281351,2,123.373,OUT018,2,Tier 3,Supermarket Type2,15
FDC46,17.7,1,0.117017229,1,185.1266,OUT018,2,Tier 3,Supermarket Type2,15
FDX38,10.5,2,0.048281966,6,49.6376,OUT049,2,Tier 1,Supermarket Type1,25
FDG60,20.35,1,0.06094699,5,236.2616,OUT018,2,Tier 3,Supermarket Type2,15
FDP39,12.65,1,0.06936719,7,50.0324,OUT013,3,Tier 3,Supermarket Type1,37
FDB20,7.72,1,0.052192414,2,78.7986,OUT018,2,Tier 3,Supermarket Type2,15
FDZ02,6.905,2,0.038115681,6,96.7726,OUT013,3,Tier 3,Supermarket Type1,37
FDA38,5.44,1,0.025475101,6,242.3538,OUT035,1,Tier 2,Supermarket Type1,20
FDT14,10.695,2,0.127925684,6,120.144,OUT049,2,Tier 1,Supermarket Type1,25
FDW59,13.15,1,0.020800301,9,84.9566,OUT018,2,Tier 3,Supermarket Type2,15
FDR33,7.31,1,0.026898064,1,109.057,OUT018,2,Tier 3,Supermarket Type2,15
FDP32,6.65,1,0.0,2,128.8678,OUT013,3,Tier 3,Supermarket Type1,37
FDD22,10.0,1,0.099566768,1,113.5544,OUT013,3,Tier 3,Supermarket Type1,37
NCD55,14.0,1,0.024331179,3,41.5454,OUT046,1,Tier 1,Supermarket Type1,27
NCR17,9.8,1,0.024421227,2,117.3492,OUT049,2,Tier 1,Supermarket Type1,25
DRO35,13.85,1,0.034711182,8,116.3492,OUT018,2,Tier 3,Supermarket Type2,15
FDF40,20.25,2,0.022547134,6,249.5092,OUT049,2,Tier 1,Supermarket Type1,25
FDR31,6.46,2,0.049363153,2,144.6102,OUT018,2,Tier 3,Supermarket Type2,15
FDP38,10.1,1,0.032102094,12,49.9008,OUT046,1,Tier 1,Supermarket Type1,27
FDG22,17.6,2,0.041549725,1,34.919,OUT018,2,Tier 3,Supermarket Type2,15
DRK59,8.895,1,0.075387039,8,234.4616,OUT013,3,Tier 3,Supermarket Type1,37
FDC37,15.5,1,0.032873353,5,106.2938,OUT046,1,Tier 1,Supermarket Type1,27
NCO42,21.25,1,0.024635077,3,146.1102,OUT013,3,Tier 3,Supermarket Type1,37
FDX27,20.7,2,0.0,6,93.8436,OUT035,1,Tier 2,Supermarket Type1,20
FDV40,17.35,1,0.014751632,4,74.2038,OUT018,2,Tier 3,Supermarket Type2,15
FDR45,10.8,1,0.028937816,1,238.2222,OUT035,1,Tier 2,Supermarket Type1,20
FDO49,10.6,2,0.033045919,11,52.3008,OUT035,1,Tier 2,Supermarket Type1,20
FDB26,14.0,2,0.031394866,12,51.964,OUT018,2,Tier 3,Supermarket Type2,15
DRM47,9.3,1,0.043749257,8,192.1846,OUT013,3,Tier 3,Supermarket Type1,37
NCO02,11.15,1,0.073368159,12,67.2142,OUT046,1,Tier 1,Supermarket Type1,27
FDP04,15.35,1,0.013801277,4,64.3168,OUT013,3,Tier 3,Supermarket Type1,37
